from_city,to_city,distance_km,flights_per_day,flight_time_hr
City_01809,City_04371,624.2,4,0.89
City_01809,City_08643,1669.1,6,2.53
City_01809,City_05998,2494.4,6,3.25
City_06403,City_09640,972.7,6,1.26
City_06403,City_01557,689.7,1,1.01
City_06403,City_01984,955.7,2,1.46
City_06403,City_02446,941.5,3,1.32
City_06403,City_04674,814.5,1,1.05
City_06403,City_03539,634.4,3,0.96
City_02272,City_02576,744.5,3,1.02
City_02272,City_02729,1898.1,2,2.66
City_02272,City_09474,1336.1,2,1.91
City_02272,City_02819,1998.3,2,2.63
City_02272,City_08879,1042.6,5,1.48
City_02272,City_08522,522.5,2,0.72
City_02272,City_09459,1184.6,4,1.7
City_02272,City_07510,2447.4,4,3.39
City_04732,City_01731,1596.8,6,2.37
City_04732,City_02164,2424.6,3,3.41
City_04732,City_05434,1300.3,1,1.95
City_04732,City_05662,1902.3,4,2.81
City_04732,City_01739,1720.5,3,2.63
City_04732,City_08200,644.1,3,0.95
City_04732,City_02202,2264.7,5,3.0
City_04732,City_08399,752.2,6,1.16
City_09516,City_01738,1172.1,6,1.74
City_09516,City_08150,282.9,3,0.39
City_09516,City_06136,1447.6,4,1.86
City_09516,City_09640,361.8,3,0.55
City_09516,City_06162,732.4,5,0.95
City_09516,City_07949,1498.5,4,2.22
City_09516,City_07951,1199.6,1,1.82
City_09516,City_01056,1193.7,4,1.77
City_01645,City_02209,2070.3,5,2.66
City_01645,City_05659,1902.8,4,2.67
City_01645,City_05958,618.9,6,0.8
City_01645,City_08590,3024.1,1,4.01
City_01645,City_02261,2572.2,1,3.95
City_01645,City_01905,2935.4,6,3.81
City_01645,City_02819,1804.7,2,2.37
City_01645,City_04863,973.2,2,1.36
City_09538,City_05749,1377.4,2,2.08
City_09538,City_02937,385.3,1,0.5
City_09538,City_05976,2186.3,2,3.0
City_09538,City_02403,3140.0,4,4.56
City_09538,City_01806,2001.1,2,2.58
City_09538,City_08960,228.9,6,0.3
City_09538,City_08857,1715.8,5,2.23
City_09538,City_06217,2515.6,4,3.39
City_00666,City_03279,1272.8,3,1.65
City_00666,City_07768,2946.4,6,4.07
City_00666,City_03268,2769.9,6,4.02
City_00666,City_02770,1168.4,6,1.53
City_00666,City_03921,544.3,2,0.73
City_00666,City_07830,1277.5,4,1.69
City_00666,City_03674,1887.4,2,2.45
City_00666,City_01192,1131.6,4,1.7
City_05756,City_08987,2368.1,2,3.31
City_05756,City_05187,2706.9,2,3.95
City_05756,City_02305,1233.1,4,1.68
City_05756,City_03085,1561.1,4,2.13
City_05756,City_06469,313.8,6,0.47
City_05756,City_01675,2925.0,6,4.26
City_05756,City_06298,738.0,6,1.02
City_05756,City_09816,3225.9,1,4.78
City_01378,City_07934,2205.9,1,3.14
City_01378,City_08757,1300.3,1,1.93
City_01378,City_03703,1489.0,3,2.0
City_01378,City_04587,1089.1,4,1.52
City_01378,City_06391,774.4,1,1.06
City_01378,City_04262,1292.2,1,1.75
City_01378,City_02462,1208.7,2,1.74
City_01378,City_06056,1994.1,4,3.04
City_01356,City_06162,2742.3,4,3.62
City_01356,City_01859,2763.6,6,4.17
City_01356,City_06653,2019.4,2,2.88
City_01356,City_02402,1002.6,1,1.36
City_01356,City_03237,2529.7,6,3.82
City_01356,City_09581,1359.2,6,2.02
City_01356,City_06506,573.0,3,0.79
City_01356,City_05546,2416.7,3,3.66
City_00410,City_05528,225.1,3,0.3
City_00410,City_05934,1139.8,5,1.69
City_00410,City_00149,1401.1,1,2.07
City_00410,City_04106,2490.1,6,3.46
City_00410,City_04908,2339.2,3,3.48
City_00410,City_02576,2571.2,4,3.39
City_00410,City_05352,1104.6,2,1.62
City_00410,City_06217,841.4,1,1.19
City_07148,City_06980,1981.6,2,2.79
City_07148,City_05280,2619.0,3,3.86
City_07148,City_08639,593.7,4,0.87
City_07148,City_00170,916.6,3,1.22
City_07148,City_05266,1639.0,3,2.52
City_07148,City_05804,1702.0,2,2.2
City_07148,City_01756,534.1,3,0.71
City_07148,City_06103,984.2,3,1.34
City_06392,City_05188,750.2,6,1.14
City_06392,City_03304,1224.9,1,1.83
City_06392,City_06298,2206.9,2,3.08
City_06392,City_09947,2339.5,2,3.37
City_06392,City_02447,756.7,6,1.04
City_06392,City_03117,1263.3,3,1.8
City_06392,City_01119,1391.3,1,2.12
City_06392,City_03116,2060.0,4,3.16
City_03154,City_03713,1614.8,6,2.43
City_03154,City_00450,1626.8,3,2.48
City_03154,City_01557,1465.7,2,2.09
City_03154,City_07962,759.6,4,1.04
City_03154,City_03708,2107.4,1,3.16
City_03154,City_07951,2374.5,3,3.22
City_03154,City_03390,3255.6,4,4.49
City_03154,City_01475,1261.4,1,1.94
City_00361,City_04145,634.2,2,0.94
City_00361,City_01675,2530.5,4,3.3
City_00361,City_06455,1610.0,6,2.14
City_00361,City_00472,1715.4,6,2.29
City_00361,City_01897,1671.9,5,2.57
City_00361,City_01486,904.4,2,1.38
City_00361,City_00011,2505.4,1,3.23
City_00361,City_01080,1250.6,6,1.74
City_01000,City_08291,610.7,4,0.81
City_01000,City_07799,1180.9,5,1.7
City_01000,City_03551,749.9,3,1.11
City_01000,City_05835,1238.4,1,1.76
City_01000,City_04583,1931.2,3,2.61
City_01000,City_07603,829.6,3,1.2
City_01000,City_08932,2361.4,4,3.12
City_01000,City_04253,1563.9,4,2.25
City_09108,City_02969,2068.3,3,2.68
City_09108,City_09358,1593.2,1,2.06
City_09108,City_03085,1005.6,6,1.44
City_09108,City_00434,2143.2,1,2.91
City_09108,City_01734,679.9,1,0.88
City_09108,City_06136,739.3,2,0.99
City_09108,City_08615,2144.2,3,3.05
City_09108,City_07001,1544.1,2,2.13
City_04753,City_03435,559.7,4,0.83
City_04753,City_03418,1463.3,5,1.9
City_04753,City_03525,1709.6,3,2.33
City_04753,City_03921,1732.8,2,2.64
City_04753,City_03484,1489.6,1,2.02
City_04753,City_07949,2246.2,6,2.97
City_04753,City_09861,2401.4,5,3.08
City_07273,City_05425,815.8,4,1.24
City_07273,City_06742,2161.1,2,3.04
City_07273,City_08515,1367.2,1,2.0
City_07273,City_05647,1508.1,2,2.05
City_07273,City_05572,509.3,5,0.73
City_07273,City_06443,1543.8,6,2.01
City_07273,City_00438,222.7,1,0.34
City_07273,City_05913,466.2,4,0.63
City_02513,City_01237,524.6,3,0.72
City_02513,City_06026,1543.3,1,2.32
City_02513,City_01504,369.6,2,0.53
City_02513,City_09105,2234.1,4,2.94
City_02513,City_02270,2195.0,4,3.18
City_02513,City_05535,842.5,5,1.27
City_02513,City_06027,720.2,1,0.95
City_02513,City_03837,1798.8,6,2.43
City_03639,City_03445,741.6,1,0.98
City_03639,City_07053,1822.1,6,2.37
City_03639,City_09648,2264.9,5,3.34
City_03639,City_02202,554.2,4,0.85
City_03639,City_04931,1822.0,3,2.45
City_03639,City_09269,2015.7,2,3.08
City_03639,City_00531,1490.2,6,2.07
City_03639,City_02545,2572.0,2,3.4
City_02866,City_01176,2270.9,4,3.41
City_02866,City_05586,2080.1,6,3.17
City_02866,City_07349,1563.1,2,2.11
City_02866,City_04091,1627.1,5,2.22
City_02866,City_04640,1457.9,1,2.22
City_02866,City_08969,1183.5,3,1.8
City_02866,City_04272,2026.3,1,2.89
City_02866,City_06602,1636.1,5,2.11
City_00038,City_01173,1120.8,4,1.49
City_00038,City_03435,316.8,2,0.48
City_00038,City_02005,1100.5,1,1.66
City_00038,City_07620,589.2,2,0.8
City_00038,City_00072,729.1,2,1.02
City_00038,City_04062,1243.6,6,1.83
City_00038,City_04598,1314.8,1,1.81
City_03171,City_03336,361.6,3,0.48
City_03171,City_06229,2381.7,4,3.22
City_03171,City_09973,1505.9,1,2.25
City_03171,City_06480,594.6,4,0.78
City_03171,City_04033,405.2,1,0.53
City_03171,City_00765,2463.2,3,3.51
City_03171,City_01675,2773.9,4,4.18
City_03171,City_01140,1102.6,6,1.43
City_04598,City_04307,1799.6,6,2.73
City_04598,City_03237,1470.6,4,2.21
City_04598,City_02446,1294.1,4,1.69
City_04598,City_01390,1803.0,2,2.35
City_04598,City_04739,1583.4,1,2.31
City_04598,City_04513,1143.7,6,1.63
City_04598,City_02474,2824.4,6,4.11
City_04598,City_07943,1265.7,4,1.66
City_07908,City_03171,1907.2,1,2.84
City_07908,City_08042,1843.4,4,2.77
City_07908,City_06542,971.1,6,1.39
City_07908,City_01688,1416.0,4,2.13
City_07908,City_04014,1392.1,6,1.99
City_07908,City_04126,1272.1,6,1.68
City_07908,City_09630,1639.1,3,2.15
City_01931,City_07445,2329.3,1,3.26
City_01931,City_00552,1462.5,6,2.21
City_01931,City_00096,1461.5,2,1.92
City_01931,City_06609,850.8,5,1.18
City_01931,City_09037,1082.6,5,1.44
City_01931,City_06604,1081.4,4,1.42
City_01931,City_00984,2265.7,4,2.99
City_01931,City_03722,399.9,3,0.51
City_07751,City_00966,2295.1,5,3.06
City_07751,City_00330,1129.3,5,1.59
City_07751,City_06009,1067.8,4,1.48
City_07751,City_09923,1305.3,6,1.94
City_07751,City_07321,1134.6,3,1.53
City_07751,City_05889,1714.5,1,2.25
City_07751,City_07166,1546.9,4,2.12
City_07751,City_08358,1025.5,4,1.52
City_07934,City_03952,2205.7,1,3.35
City_07934,City_03939,1067.9,5,1.59
City_07934,City_00966,877.6,2,1.18
City_07934,City_08639,695.7,5,0.97
City_07934,City_07900,370.4,3,0.57
City_07934,City_01760,1999.3,2,2.72
City_07934,City_00311,2664.3,3,3.72
City_07934,City_09861,2876.6,2,4.09
City_03747,City_08857,2319.3,5,3.55
City_03747,City_00258,2667.6,4,3.66
City_03747,City_06056,1193.6,4,1.75
City_03747,City_05417,787.3,2,1.18
City_03747,City_09065,2069.4,6,2.77
City_03747,City_00302,508.4,4,0.75
City_03747,City_03891,2557.2,4,3.4
City_03747,City_08280,1342.3,2,1.72
City_01854,City_03171,3038.1,3,4.4
City_01854,City_01444,3028.7,2,4.01
City_01854,City_07845,1729.5,4,2.22
City_01854,City_02005,977.9,5,1.5
City_01854,City_04729,1888.1,5,2.61
City_01854,City_05909,1496.7,1,2.13
City_01854,City_00214,2362.5,4,3.26
City_01854,City_03173,2721.6,1,3.59
City_09066,City_09184,2326.5,4,3.2
City_09066,City_07260,2886.7,4,4.18
City_09066,City_01176,344.2,5,0.48
City_09066,City_05776,859.1,2,1.27
City_09066,City_04479,2649.7,6,3.79
City_09066,City_06987,1821.3,2,2.65
City_09066,City_03868,2537.9,4,3.7
City_09066,City_00992,1551.5,2,2.16
City_03893,City_03311,1444.6,2,2.15
City_03893,City_08184,1485.2,2,2.24
City_03893,City_00891,2533.6,6,3.35
City_03893,City_08330,2567.3,2,3.35
City_03893,City_02754,1676.2,3,2.18
City_03893,City_09514,1476.2,1,2.27
City_03893,City_06823,2841.7,3,3.68
City_03893,City_06820,1784.9,2,2.39
City_00022,City_02789,2908.8,3,3.76
City_00022,City_00666,2436.6,4,3.14
City_00022,City_05107,1649.0,2,2.38
City_00022,City_00601,276.0,1,0.4
City_00022,City_04797,2810.8,3,4.16
City_00022,City_05446,3189.3,6,4.64
City_00022,City_02725,1215.9,2,1.62
City_00022,City_05448,2934.4,2,4.15
City_06873,City_07148,2321.7,2,3.15
City_06873,City_07480,1286.8,2,1.98
City_06873,City_08880,1846.7,4,2.37
City_06873,City_06129,1271.7,6,1.93
City_06873,City_02240,1314.1,4,1.73
City_06873,City_06063,890.8,4,1.31
City_06873,City_06653,518.1,5,0.76
City_06873,City_05970,876.4,5,1.28
City_09379,City_06764,1436.2,6,2.13
City_09379,City_00988,1735.6,5,2.63
City_09379,City_07702,1952.5,1,3.0
City_09379,City_09037,1285.4,5,1.85
City_09379,City_09418,1010.0,1,1.49
City_09379,City_03576,1404.6,2,2.0
City_09379,City_03963,984.2,2,1.37
City_09379,City_03732,1215.8,6,1.7
City_02074,City_07649,1706.9,1,2.37
City_02074,City_03576,1468.3,1,1.93
City_02074,City_04387,2347.5,1,3.59
City_02074,City_04205,1163.0,5,1.75
City_02074,City_08430,746.8,5,0.97
City_02074,City_09269,1011.8,4,1.46
City_02074,City_04186,2329.0,5,3.38
City_02074,City_01528,283.6,1,0.38
City_02126,City_05041,911.9,1,1.35
City_02126,City_06083,1236.4,5,1.73
City_02126,City_08166,2639.1,1,3.52
City_02126,City_07592,1597.7,1,2.14
City_02126,City_01520,470.8,6,0.72
City_02126,City_02554,2044.5,4,2.65
City_02126,City_07689,2829.0,6,4.23
City_02126,City_00654,2092.9,2,2.92
City_09486,City_01504,2163.5,3,3.14
City_09486,City_09524,227.7,4,0.32
City_09486,City_09896,2140.9,5,3.13
City_09486,City_04551,557.1,4,0.78
City_09486,City_09686,415.2,1,0.56
City_09486,City_09088,2522.1,4,3.28
City_09486,City_09358,497.8,3,0.73
City_09486,City_05004,589.4,1,0.81
City_01456,City_09448,1827.9,3,2.65
City_01456,City_05740,1760.5,4,2.57
City_01456,City_02107,1028.8,4,1.46
City_01456,City_04106,1808.4,3,2.63
City_01456,City_05749,1814.9,1,2.77
City_01456,City_09837,451.1,4,0.68
City_01456,City_08755,1137.8,2,1.73
City_02612,City_06009,1848.5,5,2.46
City_02612,City_09088,1605.3,3,2.15
City_02612,City_01632,671.2,6,1.0
City_02612,City_04065,329.4,2,0.5
City_02612,City_00068,2146.6,6,3.15
City_02612,City_02789,2225.6,5,3.12
City_02612,City_02390,2368.9,4,3.34
City_02612,City_06284,2375.7,6,3.3
City_07309,City_05909,1798.5,3,2.69
City_07309,City_05661,1071.0,6,1.63
City_07309,City_09546,2698.2,3,3.54
City_07309,City_07029,1656.0,1,2.48
City_07309,City_09630,2305.2,2,3.18
City_07309,City_05905,1158.4,5,1.74
City_07309,City_00494,2462.2,6,3.53
City_07309,City_02708,375.7,6,0.49
City_06713,City_03988,1468.0,6,1.91
City_06713,City_09905,2282.2,6,3.49
City_06713,City_00552,1219.3,4,1.58
City_06713,City_06302,508.3,3,0.75
City_06713,City_05342,884.4,1,1.32
City_06713,City_02611,1797.3,2,2.56
City_06713,City_07291,1820.1,4,2.55
City_06713,City_04931,312.2,6,0.46
City_02435,City_08559,1935.8,4,2.73
City_02435,City_01650,1929.7,6,2.78
City_02435,City_03723,1999.1,3,2.96
City_02435,City_02369,673.3,3,0.98
City_02435,City_00494,1945.3,1,2.6
City_02435,City_01905,2151.6,4,2.91
City_02435,City_05783,485.1,3,0.73
City_02435,City_04100,2211.4,5,3.12
City_07805,City_02209,1485.0,2,2.07
City_07805,City_08232,2361.2,1,3.18
City_07805,City_06447,1483.7,5,2.08
City_07805,City_01220,775.2,3,1.04
City_07805,City_09630,1687.5,5,2.47
City_07805,City_06947,694.2,2,0.94
City_07805,City_03881,1918.1,1,2.75
City_07805,City_05909,900.4,5,1.27
City_08623,City_03177,1786.4,4,2.45
City_08623,City_04840,2187.1,6,2.81
City_08623,City_07603,1137.1,3,1.58
City_08623,City_07401,889.2,1,1.2
City_08623,City_00245,1478.2,2,1.9
City_08623,City_05041,949.2,5,1.32
City_08623,City_04713,2074.2,2,2.86
City_08623,City_01419,495.9,1,0.68
City_07835,City_07870,3747.5,6,4.83
City_07835,City_01023,2433.7,4,3.71
City_07835,City_04265,3496.3,3,4.78
City_07835,City_00302,1419.7,1,2.04
City_07835,City_08391,2108.7,5,3.11
City_07835,City_06686,2547.3,5,3.68
City_07835,City_07194,2863.5,5,3.98
City_07835,City_03338,1130.3,5,1.72
City_08170,City_02169,2188.4,5,3.13
City_08170,City_06281,1632.9,5,2.32
City_08170,City_03740,2016.7,3,2.75
City_08170,City_07570,2200.5,2,3.23
City_08170,City_01626,1189.9,4,1.8
City_08170,City_00074,2819.7,3,3.63
City_08170,City_07908,1526.0,4,2.05
City_08170,City_03445,1179.8,2,1.74
City_06025,City_04513,1837.8,3,2.71
City_06025,City_04739,483.3,3,0.73
City_06025,City_06911,833.1,6,1.16
City_06025,City_02513,1402.0,6,1.88
City_06025,City_02184,1326.7,3,1.75
City_06025,City_06428,566.0,1,0.73
City_06025,City_02827,773.2,3,1.0
City_06025,City_06542,926.0,4,1.24
City_03875,City_01866,909.8,3,1.39
City_03875,City_00670,346.8,2,0.52
City_03875,City_05445,1279.8,5,1.87
City_03875,City_00797,508.3,5,0.75
City_03875,City_09451,466.4,6,0.62
City_03875,City_05829,1289.1,6,1.93
City_03875,City_00450,1374.6,6,1.99
City_03875,City_04106,2151.8,4,3.2
City_09866,City_07339,2160.6,4,3.13
City_09866,City_04211,766.4,2,1.04
City_09866,City_07900,1269.9,3,1.88
City_09866,City_08697,1428.0,3,1.98
City_09866,City_03769,1846.3,4,2.43
City_09866,City_08183,1503.6,2,2.26
City_09866,City_04118,1449.9,6,2.18
City_09866,City_08373,266.8,5,0.36
City_03234,City_01651,3305.2,1,4.32
City_03234,City_00315,2819.9,5,3.7
City_03234,City_00476,1288.8,6,1.81
City_03234,City_04513,1059.4,6,1.5
City_03234,City_06871,2810.2,5,4.28
City_03234,City_01009,1949.1,5,2.71
City_03234,City_05302,1792.9,3,2.47
City_06018,City_05704,1776.7,3,2.3
City_06018,City_09376,2086.4,1,2.68
City_06018,City_03650,1334.8,2,1.98
City_06018,City_08261,2685.4,2,3.9
City_06018,City_09876,1304.7,2,1.88
City_06018,City_09070,3815.8,2,5.33
City_06018,City_00831,638.4,4,0.96
City_06018,City_02005,3109.8,3,4.24
City_05905,City_09148,2110.9,4,3.05
City_05905,City_03268,1965.7,4,2.91
City_05905,City_01933,2048.3,6,2.8
City_05905,City_09494,2031.8,3,2.64
City_05905,City_01827,2959.0,4,4.42
City_05905,City_04530,3324.3,1,4.53
City_05905,City_09953,984.6,6,1.4
City_05905,City_02184,2134.2,1,2.95
City_00857,City_05004,2228.6,3,2.95
City_00857,City_08522,2232.1,2,3.26
City_00857,City_07368,979.4,3,1.46
City_00857,City_07953,1524.3,3,2.12
City_00857,City_09131,873.1,3,1.23
City_00857,City_02396,1574.5,6,2.15
City_00857,City_02576,2693.4,1,3.74
City_00857,City_08498,1602.9,3,2.12
City_04606,City_00219,1016.4,1,1.37
City_04606,City_06207,2849.4,2,4.15
City_04606,City_02169,2530.4,3,3.55
City_04606,City_02819,290.1,5,0.38
City_04606,City_08188,2665.3,2,4.06
City_04606,City_00525,953.8,6,1.27
City_04606,City_00512,707.2,6,0.93
City_04606,City_05035,733.4,6,1.12
City_09098,City_06911,1265.7,6,1.68
City_09098,City_03174,1228.7,3,1.82
City_09098,City_05434,1657.0,2,2.46
City_09098,City_02507,1213.0,3,1.56
City_09098,City_07577,757.7,5,1.13
City_09098,City_04033,1083.7,6,1.45
City_09098,City_00921,2475.5,3,3.36
City_09098,City_07342,1139.0,5,1.6
City_07799,City_04106,1816.2,4,2.48
City_07799,City_00643,723.7,1,1.08
City_07799,City_04033,1494.2,4,2.3
City_07799,City_04840,1642.9,2,2.4
City_07799,City_03539,1478.6,6,2.2
City_07799,City_05639,1621.6,6,2.41
City_07799,City_05587,1766.9,4,2.65
City_07799,City_07399,1809.3,3,2.35
City_09256,City_09486,1483.2,4,2.0
City_09256,City_02754,986.1,4,1.39
City_09256,City_07538,1019.5,1,1.45
City_09256,City_01591,1440.8,6,1.89
City_09256,City_07250,325.7,4,0.48
City_09256,City_02126,1313.8,2,1.7
City_09256,City_07912,275.7,4,0.37
City_09256,City_07211,1397.4,1,1.85
City_06484,City_05596,493.2,4,0.73
City_06484,City_01114,1308.8,3,1.76
City_06484,City_09105,1157.0,3,1.72
City_06484,City_00149,2027.6,4,2.72
City_06484,City_01307,792.2,5,1.13
City_06484,City_07349,2851.0,6,3.73
City_06484,City_09418,1470.7,4,2.24
City_06484,City_05749,2440.7,1,3.34
City_02083,City_09506,205.9,1,0.28
City_02083,City_06778,694.0,6,0.92
City_02083,City_07250,1400.4,5,2.07
City_02083,City_04231,2412.6,6,3.44
City_02083,City_06602,3059.1,4,4.37
City_02083,City_07941,898.9,2,1.28
City_02083,City_03435,1253.7,1,1.75
City_02258,City_09116,666.8,5,0.86
City_02258,City_07211,2109.8,6,3.04
City_02258,City_00494,895.5,5,1.18
City_02258,City_03887,1526.4,2,2.09
City_02258,City_00552,722.4,4,0.95
City_02258,City_01734,846.5,1,1.25
City_02258,City_07510,2110.1,6,3.05
City_02258,City_06994,1902.4,3,2.73
City_05425,City_01119,1020.2,4,1.43
City_05425,City_07865,364.9,5,0.51
City_05425,City_08377,1589.2,2,2.31
City_05425,City_04106,1525.7,4,2.21
City_05425,City_04803,295.4,3,0.41
City_05425,City_09283,1259.5,3,1.63
City_05425,City_05999,1432.1,2,1.98
City_05425,City_09448,1844.4,2,2.49
City_08697,City_09051,718.5,2,0.95
City_08697,City_07908,1538.9,6,2.21
City_08697,City_03674,2250.4,5,3.13
City_08697,City_09922,1436.4,4,1.85
City_08697,City_07619,728.2,1,0.97
City_08697,City_05528,2230.0,2,3.34
City_08697,City_08373,1571.2,1,2.05
City_08697,City_07256,1318.0,1,1.78
City_03105,City_01494,2053.7,4,2.86
City_03105,City_04818,1770.1,6,2.45
City_03105,City_07540,1157.0,1,1.76
City_03105,City_06238,1309.5,5,1.72
City_03105,City_01520,783.8,5,1.03
City_03105,City_07260,291.0,6,0.38
City_03105,City_02022,1560.8,3,2.21
City_03105,City_00512,1278.1,2,1.89
City_07870,City_06823,742.7,3,0.96
City_07870,City_07196,2029.9,3,2.8
City_07870,City_08530,1384.8,6,2.03
City_07870,City_08857,800.9,6,1.08
City_07870,City_00957,2203.9,1,2.94
City_07870,City_02193,3277.5,4,4.73
City_07870,City_02554,1124.4,2,1.63
City_07870,City_07721,1258.0,6,1.65
City_02940,City_07577,2349.9,5,3.45
City_02940,City_03445,1451.2,5,1.99
City_02940,City_00976,1965.4,1,2.94
City_02940,City_02445,3121.7,1,4.13
City_02940,City_04690,3298.3,3,4.89
City_02940,City_01854,2446.6,3,3.49
City_02940,City_06082,1479.5,3,2.21
City_02940,City_02396,2300.6,6,2.95
City_04758,City_02126,1768.0,3,2.35
City_04758,City_09911,861.5,3,1.19
City_04758,City_07461,952.4,1,1.41
City_04758,City_06706,2065.8,4,2.95
City_04758,City_06082,825.2,3,1.2
City_04758,City_05320,1163.8,1,1.75
City_04758,City_02729,1119.9,2,1.57
City_04758,City_01728,2397.3,5,3.69
City_06276,City_04813,285.8,3,0.42
City_06276,City_01588,2439.3,1,3.39
City_06276,City_05942,2219.2,2,3.23
City_06276,City_02829,407.6,2,0.54
City_06276,City_03848,1305.3,5,2.01
City_06276,City_04211,1652.5,4,2.18
City_06276,City_08961,2468.0,2,3.68
City_06276,City_04791,1293.1,2,1.9
City_09105,City_00261,2508.3,1,3.58
City_09105,City_09414,2475.2,3,3.32
City_09105,City_03421,1756.5,3,2.4
City_09105,City_00619,1784.6,2,2.63
City_09105,City_05612,2643.8,1,3.5
City_09105,City_05749,2041.5,2,2.65
City_09105,City_00824,1791.3,6,2.59
City_09105,City_03250,2228.7,2,3.09
City_00006,City_06449,3229.3,2,4.54
City_00006,City_02396,2978.8,1,4.02
City_00006,City_03887,803.4,5,1.06
City_00006,City_05319,2154.0,1,3.18
City_00006,City_02545,2216.1,2,3.29
City_00006,City_02626,1887.6,6,2.81
City_00006,City_07931,2433.9,4,3.36
City_00006,City_01437,1780.6,2,2.69
City_03829,City_02408,643.4,4,0.95
City_03829,City_07401,1481.8,6,1.97
City_03829,City_09837,895.7,3,1.35
City_03829,City_06469,1725.5,5,2.64
City_03829,City_03173,1506.9,5,2.28
City_03829,City_00022,1760.9,3,2.28
City_03829,City_09905,2381.0,6,3.19
City_03829,City_06966,1670.1,6,2.42
City_03708,City_05756,2670.0,6,3.45
City_03708,City_01416,534.1,1,0.69
City_03708,City_05107,757.6,2,1.11
City_03708,City_00315,2078.8,5,2.88
City_03708,City_03230,1828.1,6,2.56
City_03708,City_02525,2442.4,6,3.3
City_03708,City_08480,2323.8,2,3.52
City_03708,City_09524,1847.4,6,2.7
City_07961,City_02482,2024.8,2,2.82
City_07961,City_08204,2460.0,1,3.73
City_07961,City_07321,445.2,4,0.61
City_07961,City_02937,1749.5,1,2.55
City_07961,City_08824,786.7,2,1.11
City_07961,City_03056,1272.5,3,1.75
City_07961,City_08358,1591.8,6,2.09
City_04736,City_08697,1968.8,5,2.94
City_04736,City_02265,2452.1,2,3.62
City_04736,City_09414,1230.1,2,1.64
City_04736,City_03612,2396.4,5,3.38
City_04736,City_09408,3320.4,3,4.5
City_04736,City_06590,1728.3,2,2.49
City_04736,City_01559,984.2,1,1.33
City_00702,City_00691,1142.8,6,1.52
City_00702,City_06943,1648.0,2,2.2
City_00702,City_07218,1666.0,5,2.42
City_00702,City_08516,1747.3,6,2.67
City_00702,City_08033,2680.6,6,3.56
City_00702,City_01392,1593.1,4,2.35
City_00702,City_00957,1124.6,1,1.49
City_00702,City_06614,1847.4,1,2.46
City_05931,City_05721,1191.1,2,1.54
City_05931,City_08232,345.7,3,0.52
City_05931,City_00322,2002.1,3,2.93
City_05931,City_04813,2437.4,6,3.31
City_05931,City_06484,3030.3,6,4.18
City_05931,City_07309,2797.2,3,4.19
City_05931,City_04587,375.1,4,0.52
City_05931,City_01056,2975.9,3,4.21
City_01196,City_05004,1172.5,1,1.76
City_01196,City_01924,1505.0,4,2.01
City_01196,City_03448,607.0,5,0.85
City_01196,City_07368,1737.9,4,2.54
City_01196,City_09609,744.8,1,1.06
City_01196,City_09218,1096.0,5,1.53
City_01196,City_09088,1639.5,6,2.51
City_01196,City_05492,1567.3,6,2.36
City_07605,City_08334,2791.1,1,3.65
City_07605,City_02227,3061.9,5,4.01
City_07605,City_01498,983.9,1,1.49
City_07605,City_03191,3177.7,6,4.81
City_07605,City_09569,1719.5,1,2.33
City_07605,City_07445,2512.0,6,3.25
City_07605,City_01140,753.1,1,0.97
City_07605,City_08559,2309.0,2,3.09
City_00214,City_05097,1428.5,4,2.13
City_00214,City_04073,694.9,5,0.98
City_00214,City_05546,2333.7,1,3.48
City_00214,City_02227,2320.0,6,3.23
City_00214,City_06980,1568.0,2,2.33
City_00214,City_01437,1267.0,3,1.64
City_00214,City_09794,694.4,2,1.03
City_00214,City_03269,1481.3,6,2.19
City_02099,City_09474,2541.0,5,3.29
City_02099,City_02969,340.4,4,0.44
City_02099,City_04383,2027.9,1,2.74
City_02099,City_08399,2554.1,6,3.79
City_02099,City_05740,2401.3,5,3.21
City_02099,City_06520,1477.7,2,1.97
City_02099,City_07990,1617.9,2,2.39
City_02099,City_03390,1018.8,2,1.34
City_06477,City_08178,1880.2,4,2.75
City_06477,City_03484,1268.5,6,1.87
City_06477,City_05592,225.7,4,0.3
City_06477,City_01499,2995.9,2,3.96
City_06477,City_00220,2078.0,2,3.08
City_06477,City_03444,1478.6,5,2.06
City_06477,City_08204,2259.9,2,3.17
City_06477,City_09686,1773.0,1,2.53
City_05666,City_07380,2046.3,2,2.8
City_05666,City_02184,1870.7,2,2.49
City_05666,City_05587,2216.7,4,3.03
City_05666,City_00559,863.6,3,1.29
City_05666,City_03116,1918.0,4,2.65
City_05666,City_01379,1552.1,3,2.08
City_05666,City_04383,1832.5,2,2.49
City_05666,City_07565,1368.6,1,1.92
City_03408,City_00712,1045.4,2,1.56
City_03408,City_00808,1291.2,4,1.86
City_03408,City_04542,2394.8,5,3.34
City_03408,City_04640,2098.3,5,2.96
City_03408,City_01494,554.5,3,0.82
City_03408,City_05437,2418.1,4,3.49
City_03408,City_07167,1289.5,6,1.78
City_03408,City_04690,1377.1,3,1.94
City_05359,City_00343,1814.6,4,2.76
City_05359,City_08197,1769.8,2,2.47
City_05359,City_00855,1387.9,3,1.86
City_05359,City_02716,2883.2,3,3.85
City_05359,City_06128,2885.5,4,3.78
City_05359,City_03976,1324.4,4,1.91
City_05359,City_01529,2434.7,6,3.53
City_05359,City_02265,1698.2,6,2.49
