from_city,to_city,distance_km,trains_per_day,travel_time_hr
City_08941,City_02045,1568.1,6,28.1
City_08941,City_08930,1831.6,1,31.5
City_08941,City_00860,993.7,4,20.3
City_08941,City_04702,980.5,6,21.0
City_08941,City_04832,2123.9,4,45.6
City_08941,City_03517,1866.1,4,35.9
City_08941,City_02823,1038.8,2,16.9
City_08941,City_04870,637.9,8,10.1
City_08130,City_06981,2199.0,3,40.2
City_08130,City_05084,2095.6,5,38.5
City_08130,City_00611,510.9,5,10.0
City_08130,City_05678,2452.7,10,40.4
City_08130,City_03287,922.5,8,19.1
City_08130,City_04230,1213.0,3,24.5
City_08130,City_05790,959.0,10,15.3
City_08130,City_00561,2159.7,2,39.5
City_08130,City_08814,1905.2,7,41.0
City_08130,City_04194,1628.8,7,29.0
City_08130,City_06358,946.5,3,18.2
City_08130,City_03455,1997.8,9,38.6
City_07258,City_03201,2441.8,9,37.7
City_07258,City_03599,2346.1,5,40.3
City_07258,City_07538,1032.7,2,20.9
City_07258,City_06612,1504.6,6,25.5
City_07258,City_08718,1045.8,8,20.5
City_07258,City_01715,1918.7,9,35.6
City_07258,City_09650,2160.4,8,42.8
City_07258,City_04956,2425.8,8,49.6
City_07258,City_00814,2100.7,8,43.7
City_07258,City_06706,1602.9,7,34.0
City_07258,City_03498,905.3,8,17.4
City_07715,City_06083,920.0,6,17.1
City_07715,City_05087,1643.9,10,29.1
City_07715,City_05771,762.7,1,14.5
City_07715,City_09343,1685.1,9,26.8
City_07715,City_02985,1550.7,5,30.9
City_07715,City_08071,188.2,6,4.0
City_07715,City_02417,794.7,9,17.4
City_07715,City_09497,1466.2,6,29.2
City_07715,City_07085,2395.1,6,51.4
City_07715,City_01806,869.6,3,17.1
City_07715,City_00668,1875.8,6,29.6
City_07715,City_04029,1420.2,9,22.1
City_01078,City_03255,2394.0,4,46.7
City_01078,City_02278,1650.9,5,36.6
City_01078,City_02380,1803.0,7,29.1
City_01078,City_00123,1073.1,2,18.4
City_01078,City_02524,1791.2,1,28.5
City_01078,City_09056,2116.3,7,42.3
City_01078,City_01975,1447.6,2,28.3
City_01078,City_04575,74.0,6,1.5
City_02987,City_06716,89.8,4,1.6
City_02987,City_05293,1070.1,6,17.3
City_02987,City_01981,1202.9,1,25.6
City_02987,City_08444,754.6,6,14.3
City_02987,City_07015,2109.3,2,41.8
City_02987,City_06896,1223.4,2,23.3
City_02987,City_08942,1840.4,5,28.4
City_02987,City_00292,1722.2,6,27.5
City_02987,City_06321,1249.3,4,25.6
City_02987,City_01458,439.9,7,7.0
City_02987,City_09617,1612.4,9,32.0
City_02987,City_06633,1764.2,10,37.7
City_07709,City_05138,893.3,5,19.2
City_07709,City_06081,1324.8,8,24.0
City_07709,City_06434,1774.2,1,30.9
City_07709,City_06032,1262.7,8,26.7
City_07709,City_05293,1812.0,6,33.2
City_07709,City_07538,1850.4,2,31.8
City_07709,City_03167,1889.4,5,30.0
City_07709,City_02462,760.0,2,14.8
City_07709,City_04895,264.4,6,5.6
City_07709,City_04646,861.4,10,13.9
City_07709,City_00683,2173.0,6,42.2
City_02393,City_07854,2482.1,4,44.4
City_02393,City_05862,964.7,4,18.3
City_02393,City_02115,1911.5,1,29.8
City_02393,City_00123,801.7,8,16.5
City_02393,City_02851,1356.9,7,25.4
City_02393,City_01311,1393.7,2,22.5
City_02393,City_05029,606.9,9,13.2
City_02393,City_03021,2264.7,5,45.5
City_02393,City_07751,1419.5,9,25.6
City_02393,City_01517,1353.6,2,25.7
City_02393,City_07249,1727.1,9,33.7
City_02393,City_05967,1914.4,3,30.8
City_09984,City_03438,918.9,3,14.2
City_09984,City_04007,1969.5,1,32.0
City_09984,City_02321,641.8,10,14.1
City_09984,City_04407,1660.9,1,27.3
City_09984,City_02621,886.5,7,17.6
City_09984,City_02650,1608.5,6,35.7
City_09984,City_06971,2122.8,1,36.4
City_09984,City_08046,1449.4,7,24.8
City_09984,City_02847,1388.2,5,26.6
City_09984,City_09649,1230.7,2,21.0
City_09984,City_00700,1599.3,10,34.8
City_09984,City_09160,1427.2,2,23.1
City_03766,City_00854,1397.9,8,28.2
City_03766,City_05080,1702.6,1,37.4
City_03766,City_01618,417.9,8,7.2
City_03766,City_03550,1606.5,7,32.3
City_03766,City_07666,1631.8,3,26.7
City_03766,City_09549,1137.4,8,23.4
City_03766,City_00286,590.4,4,9.7
City_03766,City_03904,954.9,4,15.5
City_03766,City_04039,1125.1,10,18.1
City_03766,City_09724,1597.0,1,31.8
City_03766,City_07539,1171.6,4,24.4
City_03766,City_08490,1178.6,7,18.8
City_05215,City_05503,1262.6,6,22.3
City_05215,City_07877,1711.5,5,31.5
City_05215,City_08869,406.8,6,8.3
City_05215,City_01078,2228.3,3,46.1
City_05215,City_02441,1804.5,6,35.9
City_05215,City_00878,1646.8,4,35.8
City_05215,City_02867,2153.5,6,34.6
City_05080,City_02085,2317.0,10,42.6
City_05080,City_01685,1855.7,4,30.7
City_05080,City_01591,1178.5,6,25.1
City_05080,City_06427,1865.9,6,30.5
City_05080,City_00408,1747.4,10,32.5
City_05080,City_03096,1977.7,3,37.0
City_05080,City_02955,1835.7,7,29.9
City_05080,City_03744,1833.2,1,32.0
City_00157,City_06853,1618.4,10,27.4
City_00157,City_05495,891.1,3,16.4
City_00157,City_06176,1544.5,1,26.2
City_00157,City_07061,1208.5,2,24.1
City_00157,City_05128,736.2,4,15.6
City_00157,City_04836,1356.0,7,26.7
City_00157,City_00825,1963.3,2,34.3
City_00157,City_09093,159.4,2,2.7
City_00157,City_00617,839.6,7,16.0
City_00157,City_09061,2132.3,5,35.9
City_00157,City_03500,748.5,3,12.7
City_00157,City_07569,1320.6,5,21.1
City_04875,City_02522,2093.4,3,39.1
City_04875,City_09253,2175.6,1,40.9
City_04875,City_03766,1387.9,9,23.1
City_04875,City_04305,2258.3,10,38.8
City_04875,City_04296,2374.9,3,48.7
City_04875,City_07843,2379.6,5,48.5
City_04875,City_05088,1545.5,8,27.0
City_04875,City_08154,2170.8,10,44.5
City_04875,City_07846,194.0,10,3.8
City_06098,City_07674,1893.1,10,37.1
City_06098,City_04385,1285.7,9,22.8
City_06098,City_03791,2000.6,3,38.8
City_06098,City_02536,1535.3,8,30.4
City_06098,City_05907,248.6,8,4.8
City_06098,City_04883,980.6,10,19.5
City_06098,City_09788,971.4,8,17.9
City_06098,City_00332,2085.9,7,39.9
City_06098,City_07370,1406.4,2,29.2
City_06098,City_02387,1031.8,9,17.6
City_06098,City_01887,1971.0,10,33.7
City_04742,City_06409,1657.8,7,33.8
City_04742,City_06526,902.1,4,16.8
City_04742,City_04316,1600.7,7,29.9
City_04742,City_00316,638.3,8,13.8
City_04742,City_02757,1276.9,2,21.4
City_04742,City_02897,499.5,2,10.3
City_04742,City_09811,1302.7,2,26.1
City_04742,City_02210,1176.9,9,21.5
City_04742,City_05727,832.0,4,14.4
City_04742,City_08020,1009.7,5,20.8
City_04742,City_06889,1649.2,5,32.5
City_04742,City_09117,1581.4,9,32.1
City_06751,City_08469,1489.8,6,29.3
City_06751,City_01990,1115.0,6,18.6
City_06751,City_03681,1266.6,8,24.9
City_06751,City_07927,480.6,9,8.7
City_06751,City_09590,680.6,4,11.9
City_06751,City_03456,1994.8,9,31.0
City_06751,City_05629,250.6,9,4.3
City_06751,City_02850,720.5,6,15.0
City_06751,City_01008,1789.1,5,36.3
City_06751,City_04069,1712.9,10,27.6
City_06751,City_01475,1224.3,6,20.8
City_06751,City_09625,1071.0,6,22.1
City_06896,City_05304,1268.3,2,24.4
City_06896,City_01918,513.2,8,10.5
City_06896,City_09766,1366.4,5,22.5
City_06896,City_04234,1874.1,7,29.3
City_06896,City_01341,609.0,1,9.5
City_06896,City_06432,795.9,7,12.4
City_06896,City_04696,1527.2,10,26.4
City_06896,City_06002,798.3,3,12.4
City_06896,City_06603,1376.0,5,25.3
City_06896,City_01104,977.8,6,17.9
City_05610,City_07639,1346.6,6,25.3
City_05610,City_07408,1492.3,2,32.9
City_05610,City_00590,1093.8,1,18.8
City_05610,City_04194,1352.1,2,29.5
City_05610,City_02961,2011.0,4,32.8
City_05610,City_08425,1602.8,3,33.0
City_05610,City_08534,502.3,2,8.5
City_05610,City_02212,1025.9,4,18.1
City_05610,City_09003,1128.7,6,23.9
City_05610,City_09859,846.6,2,13.6
City_05610,City_05963,1824.9,7,32.1
City_05610,City_01925,784.8,4,16.4
City_05347,City_02054,657.7,3,11.7
City_05347,City_08315,2294.4,5,48.8
City_05347,City_01332,1901.1,3,29.8
City_05347,City_08778,1347.2,7,22.0
City_05347,City_03561,1283.3,3,24.1
City_05347,City_01577,303.3,3,6.4
City_05347,City_05398,1124.4,5,21.9
City_06564,City_00792,1556.9,8,33.0
City_06564,City_06806,270.8,1,5.4
City_06564,City_03015,1796.2,2,29.1
City_06564,City_01237,751.5,7,13.7
City_06564,City_09944,1121.3,8,20.4
City_06564,City_07482,1277.5,9,20.9
City_06564,City_00419,2443.4,2,41.7
City_06564,City_05249,2387.7,6,39.6
City_06564,City_05390,2236.7,2,45.5
City_06564,City_07846,1300.7,7,23.3
City_01626,City_09752,1766.6,3,36.1
City_01626,City_05775,1855.6,3,31.4
City_01626,City_05833,1523.2,7,31.2
City_01626,City_07595,570.2,6,9.4
City_01626,City_00594,1499.5,7,26.2
City_01626,City_04701,520.6,1,10.6
City_01626,City_00134,944.4,7,15.4
City_01626,City_03524,632.4,10,10.7
City_01626,City_08454,2136.7,2,46.8
City_01626,City_03933,1100.9,6,20.4
City_01626,City_02938,2316.2,10,42.8
City_01626,City_07880,1026.0,3,20.9
City_05846,City_08335,1253.9,9,26.7
City_05846,City_03187,1760.4,5,34.0
City_05846,City_01560,489.3,3,9.0
City_05846,City_09325,1478.6,9,24.8
City_05846,City_00408,1698.8,7,29.4
City_05846,City_01757,872.7,3,15.2
City_05846,City_01014,1692.2,1,27.0
City_05846,City_04312,1775.4,4,34.4
City_05846,City_08074,659.5,5,14.5
City_05846,City_08360,1465.4,10,29.5
City_05846,City_04482,549.6,10,9.6
City_05846,City_01458,437.8,10,7.9
City_06994,City_00004,2128.9,9,37.3
City_06994,City_07494,1163.5,2,20.4
City_06994,City_03051,653.1,6,14.4
City_06994,City_00564,652.5,9,12.1
City_06994,City_06172,2473.4,10,38.2
City_06994,City_08320,1667.4,10,29.5
City_06994,City_00489,2180.7,10,44.2
City_06994,City_08844,2047.8,9,32.0
City_06994,City_02917,658.3,10,10.1
City_06064,City_05699,893.5,2,14.2
City_06064,City_08316,652.2,10,12.8
City_06064,City_02969,2.9,8,0.1
City_06064,City_07237,1670.3,2,34.5
City_06064,City_03476,645.7,2,11.3
City_06064,City_09149,1722.7,1,37.7
City_06064,City_09688,1091.4,5,23.3
City_06064,City_08490,1762.0,6,37.3
City_08797,City_02969,483.2,6,8.7
City_08797,City_03169,2101.7,7,33.3
City_08797,City_03962,1692.0,8,34.4
City_08797,City_04848,2067.0,4,42.1
City_08797,City_06498,1120.8,8,24.5
City_08797,City_02257,780.8,9,12.9
City_08797,City_04167,1579.6,10,27.7
City_08797,City_06581,1641.6,7,25.5
City_08797,City_01740,666.4,9,12.4
City_08797,City_04792,526.4,9,10.0
City_08797,City_01687,947.9,9,15.4
City_08797,City_05741,1523.8,5,30.9
City_06535,City_08290,1954.6,2,37.1
City_06535,City_07131,574.8,2,12.4
City_06535,City_05641,1632.6,7,31.3
City_06535,City_05467,1982.6,2,38.8
City_06535,City_07820,257.2,10,5.1
City_06535,City_03986,2368.4,8,48.2
City_06535,City_02174,2426.5,10,38.1
City_06535,City_02330,2004.8,6,34.2
City_06535,City_02543,2053.1,5,34.2
City_06535,City_02216,1473.5,2,32.5
City_03538,City_02727,1775.3,6,33.0
City_03538,City_05569,2440.9,2,41.9
City_03538,City_03977,943.0,4,16.1
City_03538,City_03477,1765.9,3,32.6
City_03538,City_04193,370.1,10,6.9
City_03538,City_06499,1350.0,9,21.3
City_03538,City_07354,336.2,9,5.2
City_03538,City_08609,188.8,6,3.4
City_03538,City_04350,1741.0,10,32.2
City_03538,City_03407,376.9,4,5.8
City_05894,City_02359,299.6,9,5.9
City_05894,City_09561,819.3,5,13.0
City_05894,City_08548,108.5,4,2.3
City_05894,City_03940,441.2,10,8.7
City_05894,City_05304,2009.7,6,41.6
City_05894,City_00992,2038.8,2,42.1
City_04434,City_03019,1727.8,9,32.2
City_04434,City_05779,1405.9,7,29.4
City_04434,City_07872,1967.6,1,32.7
City_04434,City_03238,1707.4,9,36.2
City_04434,City_00177,715.5,1,12.2
City_04434,City_01742,803.2,1,13.8
City_04434,City_02276,1777.4,10,31.4
City_04434,City_05216,1940.8,6,40.9
City_04434,City_07953,1180.2,5,19.7
City_04434,City_08081,2454.6,5,54.5
City_06498,City_00941,1167.0,1,20.8
City_06498,City_04117,1111.9,1,19.1
City_06498,City_02748,721.6,4,12.3
City_06498,City_05697,964.1,8,16.7
City_06498,City_08007,867.6,3,13.5
City_06498,City_01545,1673.8,7,26.5
City_06498,City_05459,1214.3,7,24.2
City_06498,City_05679,797.2,3,16.5
City_06498,City_04261,2232.0,7,43.7
City_06498,City_06398,1825.2,3,35.5
City_06498,City_01147,1164.3,5,19.8
City_06498,City_00683,1919.8,10,32.1
City_01053,City_00700,981.9,3,19.4
City_01053,City_00282,1138.9,4,20.0
City_01053,City_06098,1552.3,7,34.3
City_01053,City_00387,1459.5,5,30.7
City_01053,City_06590,1195.3,1,21.4
City_01053,City_02292,1673.3,2,30.9
City_01053,City_05027,556.3,5,11.6
City_01053,City_07719,1905.9,4,30.0
City_01053,City_01220,1214.6,7,21.9
City_01053,City_07866,1463.4,6,24.4
City_01053,City_07647,1868.8,3,34.6
City_01053,City_02367,1622.2,7,29.5
City_05148,City_02532,591.5,3,13.0
City_05148,City_00790,1339.4,2,23.9
City_05148,City_08917,540.9,9,11.5
City_05148,City_02489,1258.6,3,24.6
City_05148,City_06823,1805.9,7,34.2
City_05148,City_09207,570.1,5,9.1
City_05148,City_00468,387.6,9,8.5
City_05148,City_07371,808.0,8,17.9
City_05148,City_01718,1848.3,1,32.3
City_05148,City_05091,1361.8,8,24.0
City_05148,City_00985,1532.6,1,26.8
City_05148,City_01205,480.8,4,9.2
City_05710,City_06805,591.8,2,9.6
City_05710,City_01252,180.4,6,3.1
City_05710,City_02839,2411.4,2,44.3
City_05710,City_00802,1695.9,4,34.1
City_05710,City_03187,1982.5,8,43.0
City_05710,City_02897,2180.7,6,34.7
City_05710,City_09403,2269.3,4,41.3
City_03648,City_06131,1154.6,8,25.6
City_03648,City_00127,1127.6,7,24.5
City_03648,City_01594,789.6,4,14.5
City_03648,City_00939,259.6,8,4.1
City_03648,City_03278,1656.9,9,30.6
City_03648,City_05029,2167.6,6,44.3
City_03648,City_02674,1449.1,2,26.4
City_07578,City_06323,304.5,1,5.2
City_07578,City_07191,1806.6,6,36.4
City_07578,City_03407,1415.8,4,31.1
City_07578,City_08081,508.2,4,8.0
City_07578,City_05692,1896.3,3,36.7
City_07578,City_02961,1388.2,7,24.6
City_07578,City_07904,2054.8,7,40.7
City_07578,City_02210,2076.6,5,32.8
City_07578,City_08108,1196.8,2,24.5
City_07578,City_07463,525.9,4,11.3
City_07578,City_07439,1321.8,2,25.4
City_00636,City_05156,2007.4,10,37.7
City_00636,City_04032,908.3,4,15.9
City_00636,City_07850,922.6,9,15.4
City_00636,City_08001,983.1,5,20.4
City_00636,City_07065,1603.7,7,27.6
City_00636,City_08058,2095.9,4,44.8
City_00636,City_01161,1878.7,5,30.0
City_05312,City_09930,1276.9,1,22.5
City_05312,City_09116,519.8,10,11.4
City_05312,City_05107,1645.3,4,28.4
City_05312,City_01441,1818.4,5,30.9
City_05312,City_08595,432.5,2,8.7
City_05312,City_03906,849.7,6,13.8
City_05312,City_06143,1421.1,6,29.0
City_05312,City_04848,684.1,7,12.8
City_05312,City_08180,2302.7,2,46.9
City_05312,City_08225,986.3,5,18.5
City_05312,City_06359,1274.7,4,24.7
City_05312,City_01665,1213.6,5,23.6
City_02955,City_07189,1653.1,3,29.9
City_02955,City_08642,562.3,3,11.4
City_02955,City_05008,1532.3,6,26.1
City_02955,City_08115,1662.2,5,30.1
City_02955,City_06167,1958.0,6,32.9
City_02955,City_02249,1966.8,10,36.5
City_02955,City_01205,1387.6,10,24.6
City_02955,City_09466,657.9,5,11.6
City_02955,City_09620,1906.3,7,36.6
City_02955,City_07539,1893.4,8,35.0
City_02955,City_04069,1313.9,9,26.4
City_08412,City_09817,997.9,4,19.2
City_08412,City_01757,939.8,2,16.1
City_08412,City_09600,1293.5,8,28.7
City_08412,City_03360,1832.5,7,36.0
City_08412,City_05553,1173.1,7,23.1
City_08412,City_01630,1150.3,3,23.5
City_08412,City_06593,1438.7,2,28.0
City_08412,City_08990,643.3,1,13.4
City_08412,City_06576,708.1,5,11.0
City_08412,City_02726,1305.2,9,26.6
City_08412,City_08621,909.4,8,14.5
City_08412,City_01851,1119.1,1,23.7
City_01278,City_01443,721.9,4,15.1
City_01278,City_09720,1717.1,1,26.8
City_01278,City_04390,2360.7,5,41.8
City_01278,City_07363,1259.2,5,26.8
City_01278,City_05771,1574.4,1,26.9
City_01278,City_05895,2354.9,3,44.8
City_01278,City_08136,1086.3,10,18.9
City_01278,City_05390,132.1,4,2.2
City_01278,City_06166,531.6,7,8.3
City_01278,City_00236,971.0,3,17.9
City_01278,City_02410,1337.9,3,22.4
City_01278,City_08044,1828.1,3,28.9
City_01054,City_00554,777.4,7,12.2
City_01054,City_08582,1131.0,5,19.3
City_01054,City_01674,1423.4,5,29.0
City_01054,City_02536,1351.9,8,25.3
City_01054,City_01718,1645.8,8,28.8
City_01054,City_08633,2199.0,7,40.3
City_01054,City_06467,1010.0,5,19.1
City_01054,City_01704,1203.3,3,22.8
City_01054,City_03562,1663.3,9,31.3
City_01054,City_05716,1204.0,4,26.7
City_01054,City_04961,1672.4,2,28.4
City_01054,City_08163,1067.2,4,21.6
City_02678,City_09936,1884.2,8,32.9
City_02678,City_03051,2480.6,9,41.5
City_02678,City_09930,1640.2,9,25.6
City_02678,City_01136,1391.3,2,22.6
City_02678,City_03257,1151.6,1,23.8
City_02678,City_06293,1211.4,7,20.8
City_02678,City_04596,332.4,8,7.0
City_02678,City_03720,2074.9,10,39.4
City_05769,City_00134,1132.3,5,18.2
City_05769,City_08870,2467.8,5,42.9
City_05769,City_09129,2235.2,9,43.0
City_05769,City_06455,2321.3,5,38.9
City_05769,City_04297,1275.1,6,23.9
City_05769,City_05012,1726.6,2,26.8
City_05769,City_03064,2334.5,1,38.3
City_05769,City_02753,1012.5,9,20.0
City_05769,City_06769,2406.9,6,37.3
City_00554,City_07015,1718.7,3,32.4
City_00554,City_04407,1413.5,7,25.6
City_00554,City_05391,1655.2,3,26.8
City_00554,City_00041,1629.1,9,30.1
City_00554,City_09688,2143.2,6,36.2
City_00554,City_04970,942.1,2,18.4
City_00554,City_04721,2046.3,2,34.1
City_00554,City_03109,1750.7,10,27.7
City_00554,City_00602,1714.0,7,36.9
City_00554,City_03098,1541.1,6,26.9
City_00554,City_05625,375.1,10,6.0
City_00554,City_06098,1616.0,3,27.1
City_09093,City_00878,330.2,8,5.9
City_09093,City_04854,1613.7,1,25.5
City_09093,City_07922,1246.3,9,24.1
City_09093,City_05377,357.1,1,6.7
City_09093,City_08048,1961.9,1,40.2
City_09093,City_05280,906.9,4,17.9
City_09093,City_06141,1195.4,8,20.0
City_09093,City_02571,72.1,2,1.5
City_09093,City_08110,1610.5,1,33.7
City_09093,City_06032,550.7,4,12.1
City_09093,City_08407,1533.6,3,24.3
City_09093,City_05621,1771.8,9,30.8
City_06424,City_07421,1867.0,6,32.3
City_06424,City_09069,408.2,6,6.9
City_06424,City_00077,689.3,2,11.7
City_06424,City_02142,1852.2,3,32.6
City_06424,City_00023,540.3,3,8.4
City_06424,City_08280,1807.7,1,33.3
City_06424,City_09534,1464.3,3,29.9
City_06424,City_02977,536.3,4,10.8
City_06424,City_04070,1395.4,9,29.1
City_06424,City_07528,509.4,4,9.0
City_03341,City_00710,432.0,10,7.4
City_03341,City_08396,972.3,2,20.6
City_03341,City_08301,2116.3,2,33.0
City_03341,City_08196,2036.5,10,35.9
City_03341,City_02932,2315.2,8,36.5
City_03341,City_04737,2471.4,4,44.3
City_03341,City_06432,2344.9,8,41.1
City_03341,City_05467,1704.9,8,30.4
City_09161,City_09827,123.6,8,2.3
City_09161,City_03626,1377.9,8,21.6
City_09161,City_01081,720.1,3,14.4
City_09161,City_00292,1734.9,1,30.1
City_09161,City_01312,1653.7,5,34.0
City_09161,City_01067,2330.2,10,38.6
City_09161,City_03174,2253.2,7,43.7
City_09161,City_06524,2161.2,5,43.1
City_09161,City_04320,932.8,5,15.3
City_09161,City_02195,2252.2,7,43.5
City_09161,City_06801,2302.3,5,47.0
City_09161,City_09325,1154.2,7,24.0
City_05258,City_01504,2480.0,1,47.1
City_05258,City_03906,1250.4,2,24.4
City_05258,City_01925,1146.1,9,19.9
City_05258,City_02491,1379.9,10,24.1
City_05258,City_02297,2445.4,2,43.1
City_05258,City_06360,2217.1,8,46.4
City_05258,City_04842,1048.3,3,16.9
City_09898,City_04042,2021.7,9,43.4
City_09898,City_08557,1155.5,4,25.6
City_09898,City_07439,1209.8,1,21.9
City_09898,City_03108,1253.6,4,19.8
City_09898,City_00520,1446.3,4,25.5
City_09898,City_04193,1276.9,5,20.3
City_09898,City_02887,1627.7,10,27.5
City_09898,City_08180,2076.6,2,34.6
City_09898,City_08661,962.0,2,16.3
City_09898,City_05136,1968.4,8,34.6
City_09898,City_06422,1382.7,4,22.0
City_00409,City_02393,830.6,1,14.4
City_00409,City_02380,1587.0,1,24.4
City_00409,City_07177,1005.9,5,17.8
City_00409,City_05459,1355.1,6,29.4
City_00409,City_04388,350.1,5,6.9
City_00409,City_02078,1359.6,3,25.3
City_00409,City_06498,246.8,10,5.1
City_00409,City_01018,1579.4,9,25.2
City_00409,City_01220,229.2,1,4.8
City_00409,City_01254,707.1,9,14.0
City_00409,City_02195,1349.1,5,22.4
City_00409,City_02210,773.0,2,12.7
City_06799,City_03751,2339.2,7,50.1
City_06799,City_09803,1161.6,7,20.4
City_06799,City_06633,1583.9,7,25.9
City_06799,City_03035,1740.7,5,28.3
City_06799,City_04265,1575.3,9,26.3
City_06799,City_01425,745.3,6,11.5
City_06799,City_06354,2360.1,2,36.9
City_06799,City_08993,1901.2,7,38.3
City_06799,City_08320,2140.0,4,38.8
City_08869,City_05080,1635.8,4,29.9
City_08869,City_06036,1438.8,6,26.3
City_08869,City_06499,663.1,5,14.3
City_08869,City_08468,2005.2,4,36.8
City_08869,City_06685,607.3,3,12.5
City_08869,City_09320,1624.3,6,28.5
City_08869,City_00234,1018.7,2,17.2
City_08869,City_01707,1807.0,3,34.6
City_08869,City_04041,1967.6,9,40.0
City_00413,City_08721,721.4,6,15.5
City_00413,City_00146,794.4,7,16.0
City_00413,City_06125,2036.6,8,36.8
City_00413,City_04239,1235.3,2,23.2
City_00413,City_01788,1382.1,5,23.3
City_00413,City_08028,1096.2,7,17.8
City_00413,City_02689,1285.1,5,21.0
City_00413,City_01165,2384.5,2,38.8
City_00413,City_02216,1110.8,3,18.9
City_00413,City_09291,1043.5,10,22.6
City_00413,City_01414,2401.3,2,39.7
City_00978,City_07914,944.6,3,15.3
City_00978,City_05202,788.0,2,12.4
City_00978,City_08620,771.5,9,12.8
City_00978,City_07222,2050.7,6,34.9
City_00978,City_08320,2458.0,2,43.9
City_00978,City_06145,676.3,9,14.5
City_00978,City_09370,1455.8,2,23.7
City_00978,City_05284,1269.5,1,27.1
City_08077,City_03351,1285.1,7,28.0
City_08077,City_04153,1636.4,4,27.1
City_08077,City_00242,2327.8,6,46.6
City_08077,City_07855,2400.2,6,41.6
City_08077,City_03094,1834.7,10,28.5
City_08077,City_07597,1218.2,9,25.2
City_08077,City_03977,2390.0,10,52.8
City_08077,City_08990,1084.3,5,16.9
City_08077,City_03551,873.6,9,18.5
City_08077,City_05838,131.1,3,2.2
City_08077,City_02323,2256.7,6,42.1
City_05970,City_04007,746.1,2,14.1
City_05970,City_03344,1280.6,7,24.2
City_05970,City_07715,1894.4,3,35.0
City_05970,City_09687,2129.3,7,37.9
City_05970,City_02678,1766.1,3,32.5
City_05970,City_06162,2113.6,9,37.7
City_05970,City_08064,445.0,8,8.1
City_05970,City_05779,478.5,8,7.5
City_05970,City_05691,1770.8,9,38.1
City_05970,City_01541,1690.3,10,34.5
City_05970,City_01626,1632.6,9,32.9
City_05970,City_02054,1550.8,8,26.6
City_02988,City_00735,1087.9,8,18.1
City_02988,City_03627,2012.9,6,31.2
City_02988,City_09393,679.7,1,11.7
City_02988,City_09648,2109.8,5,38.7
City_02988,City_08136,1149.3,1,17.7
City_02988,City_07588,2055.0,9,45.1
City_02988,City_05295,2441.1,9,50.5
City_02988,City_06093,1677.2,2,34.0
City_02988,City_01509,784.7,2,13.3
City_05996,City_01678,93.9,9,1.9
City_05996,City_01281,1175.5,2,19.1
City_05996,City_03933,2324.8,5,38.9
City_05996,City_03277,331.5,1,6.6
City_05996,City_00274,1578.4,5,30.8
City_05996,City_03879,572.2,10,10.5
City_05996,City_02213,1631.5,10,32.0
City_05996,City_05322,1055.5,6,18.8
City_05996,City_02571,1889.9,4,37.1
City_05996,City_01788,383.8,1,6.4
City_08752,City_08105,491.8,2,8.7
City_08752,City_02963,2068.2,7,37.3
City_08752,City_09136,1074.3,10,21.7
City_08752,City_06385,1082.0,5,20.7
City_08752,City_01836,1345.2,1,26.8
City_08752,City_03545,668.3,10,12.8
City_08752,City_04392,2467.4,2,50.4
City_03561,City_00093,1038.3,1,21.1
City_03561,City_00179,1413.7,8,23.4
City_03561,City_02292,1148.4,7,24.7
City_03561,City_03728,2326.7,1,44.1
City_03561,City_02085,892.2,2,16.9
City_03561,City_03257,591.1,7,10.5
City_03561,City_08414,1659.7,5,26.7
City_03561,City_01816,424.4,5,7.0
City_03561,City_07371,721.6,9,12.3
City_03561,City_08316,2066.2,3,33.9
City_03561,City_00749,365.2,1,5.7
City_03561,City_03341,1230.0,9,22.5
City_07331,City_09393,383.0,9,7.5
City_07331,City_09129,784.5,9,12.4
City_07331,City_01742,1439.8,2,26.1
City_07331,City_02190,967.3,9,18.3
City_07331,City_04883,1601.6,7,28.1
City_07331,City_01118,1175.9,4,19.4
City_07331,City_09752,173.9,5,2.8
City_07331,City_07778,252.2,1,4.9
City_07331,City_01844,1881.8,8,39.3
City_03579,City_02399,1453.4,5,26.4
City_03579,City_02261,1599.7,8,33.0
City_03579,City_06102,412.5,4,6.8
City_03579,City_08020,1433.3,7,23.1
City_03579,City_00802,859.4,7,17.9
City_03579,City_06161,1375.8,10,29.6
City_03579,City_00940,1442.2,1,22.5
City_03579,City_07709,1228.5,5,21.7
City_03579,City_05377,766.9,5,12.0
City_03579,City_07065,329.0,8,5.5
City_03579,City_02867,1280.5,3,20.6
City_03579,City_06179,492.1,2,7.8
City_08105,City_01972,1793.6,1,38.8
City_08105,City_03927,891.1,1,15.1
City_08105,City_01933,1428.4,7,26.7
City_08105,City_09093,2085.5,9,32.9
City_08105,City_05204,1543.8,4,25.2
City_08105,City_04469,2211.5,3,47.1
City_08105,City_06263,1750.1,9,28.7
City_08105,City_03579,1712.4,9,30.3
City_08105,City_08685,789.0,6,14.3
City_06612,City_07789,1401.8,5,23.5
City_06612,City_05765,1187.5,1,19.4
City_06612,City_02396,1948.7,5,35.7
City_06612,City_06969,2070.7,6,35.2
City_06612,City_09047,852.4,2,13.9
City_06612,City_04297,1892.6,3,30.7
City_06612,City_08119,157.4,6,3.0
City_06612,City_05621,1347.0,6,25.6
City_06612,City_01719,1441.6,5,30.7
